Vnum	Name	Type	SubType	Size	AntiFlags	Flags	WearFlags	ImmuneFlags	Gold	ShopBuyPrice	RefinedVnum	RefineSet	AlterToMagicItemPercent	LimitType0	LimitValue0	LimitType1	LimitValue1	ApplyType0	ApplyValue0	ApplyType1	ApplyValue1	ApplyType2	ApplyValue2	Value0	Value1	Value2	Value3	Value4	Value5	Specular	GainSocketPercent	AddonType
21027	¼öÀÎ34+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	15000	40000	21028	179	15	LEVEL	34	LEVEL	0	APPLY_MOV_SPEED	-7	APPLY_NONE	0	APPLY_NONE	0	0	47	0	4	0	21	65	2	0
21028	¼öÀÎ34+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	15000	50000	21029	180	15	LEVEL	34	LEVEL	0	APPLY_MOV_SPEED	-7	APPLY_NONE	0	APPLY_NONE	0	0	47	0	4	0	24	80	2	0
21029	¼öÀÎ34+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	15000	65000	0	0	15	LEVEL	34	LEVEL	0	APPLY_MOV_SPEED	-7	APPLY_NONE	0	APPLY_NONE	0	0	47	0	4	0	27	100	2	0
21030	³úÈ­°©+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	15000	15000	21031	172	15	LEVEL	42	LEVEL	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	0	55	0	5	0	0	0	2	0
21031	³úÈ­°©+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	15000	15000	21032	173	15	LEVEL	42	LEVEL	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	0	55	0	5	0	3	0	2	0
21032	³úÈ­°©+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	15000	20000	21033	174	15	LEVEL	42	LEVEL	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	0	55	0	5	0	6	0	2	0
21033	³úÈ­°©+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	15000	20000	21034	175	15	LEVEL	42	LEVEL	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	0	55	0	5	0	9	0	2	0
21034	³úÈ­°©+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	15000	25000	21035	176	15	LEVEL	42	LEVEL	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	0	55	0	5	0	12	30	2	0
21035	³úÈ­°©+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	15000	30000	21036	177	15	LEVEL	42	LEVEL	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	0	55	0	5	0	15	40	2	0
21036	³úÈ­°©+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	15000	35000	21037	178	15	LEVEL	42	LEVEL	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	0	55	0	5	0	18	50	2	0
21037	³úÈ­°©+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	15000	40000	21038	179	15	LEVEL	42	LEVEL	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	0	55	0	5	0	21	65	2	0
21038	³úÈ­°©+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	15000	50000	21039	180	15	LEVEL	42	LEVEL	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	0	55	0	5	0	24	80	2	0
21039	³úÈ­°©+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	15000	65000	0	0	15	LEVEL	42	LEVEL	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	0	55	0	5	0	27	100	2	0
21040	Ç³»ê°©+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	80000	80000	21041	181	15	LEVEL	48	LEVEL	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	6	0	0	0	3	0
21041	Ç³»ê°©+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	80000	90000	21042	182	15	LEVEL	48	LEVEL	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	6	0	3	0	3	0
21042	Ç³»ê°©+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	80000	95000	21043	183	15	LEVEL	48	LEVEL	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	6	0	6	0	3	0
21043	Ç³»ê°©+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	80000	110000	21044	184	15	LEVEL	48	LEVEL	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	6	0	9	0	3	0
21044	Ç³»ê°©+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	80000	125000	21045	185	15	LEVEL	48	LEVEL	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	6	0	12	30	3	0
21045	Ç³»ê°©+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	80000	145000	21046	186	15	LEVEL	48	LEVEL	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	6	0	15	40	3	0
21046	Ç³»ê°©+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	80000	175000	21047	187	15	LEVEL	48	LEVEL	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	6	0	18	50	3	0
21047	Ç³»ê°©+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	80000	215000	21048	188	15	LEVEL	48	LEVEL	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	6	0	21	65	3	0
21048	Ç³»ê°©+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	80000	270000	21049	189	15	LEVEL	48	LEVEL	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	6	0	24	80	3	0
21049	Ç³»ê°©+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	80000	345000	0	0	15	LEVEL	48	LEVEL	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	6	0	27	100	3	0
21050	ÃµÇ³°©+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	100000	21051	181	15	LEVEL	54	LEVEL	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	0	72	0	7	0	0	0	3	0
21051	ÃµÇ³°©+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	110000	21052	182	15	LEVEL	54	LEVEL	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	0	72	0	7	0	3	0	3	0
21052	ÃµÇ³°©+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	120000	21053	183	15	LEVEL	54	LEVEL	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	0	72	0	7	0	6	0	3	0
21053	ÃµÇ³°©+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	135000	21054	184	15	LEVEL	54	LEVEL	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	0	72	0	7	0	9	0	3	0
21054	ÃµÇ³°©+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	155000	21055	185	15	LEVEL	54	LEVEL	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	0	72	0	7	0	12	30	3	0
21055	ÃµÇ³°©+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	185000	21056	186	15	LEVEL	54	LEVEL	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	0	72	0	7	0	15	40	3	0
21056	ÃµÇ³°©+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	220000	21057	187	15	LEVEL	54	LEVEL	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	0	72	0	7	0	18	50	3	0
21057	ÃµÇ³°©+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	270000	21058	188	15	LEVEL	54	LEVEL	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	0	72	0	7	0	21	65	3	0
21058	ÃµÇ³°©+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	340000	21059	189	15	LEVEL	54	LEVEL	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	0	72	0	7	0	24	80	3	0
21059	ÃµÇ³°©+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	430000	0	0	15	LEVEL	54	LEVEL	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	0	72	0	7	0	27	100	3	0
21060	Ç³Ãµ°©+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	120000	21061	2029	15	LEVEL	61	LEVEL	0	APPLY_MOV_SPEED	-13	APPLY_ATTBONUS_MONSTER	1	APPLY_NONE	0	0	81	0	10	0	0	0	3	0
21061	Ç³Ãµ°©+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	130000	21062	2029	15	LEVEL	61	LEVEL	0	APPLY_MOV_SPEED	-13	APPLY_ATTBONUS_MONSTER	2	APPLY_NONE	0	0	81	0	10	0	3	0	3	0
21062	Ç³Ãµ°©+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	145000	21063	2029	15	LEVEL	61	LEVEL	0	APPLY_MOV_SPEED	-13	APPLY_ATTBONUS_MONSTER	3	APPLY_NONE	0	0	81	0	10	0	6	0	3	0
21063	Ç³Ãµ°©+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	165000	21064	2029	15	LEVEL	61	LEVEL	0	APPLY_MOV_SPEED	-13	APPLY_ATTBONUS_MONSTER	4	APPLY_NONE	0	0	81	0	10	0	9	0	3	0
21064	Ç³Ãµ°©+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	190000	21065	2029	15	LEVEL	61	LEVEL	0	APPLY_MOV_SPEED	-13	APPLY_ATTBONUS_MONSTER	5	APPLY_NONE	0	0	81	0	10	0	12	30	3	0
21065	Ç³Ãµ°©+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	220000	21066	2029	15	LEVEL	61	LEVEL	0	APPLY_MOV_SPEED	-13	APPLY_ATTBONUS_MONSTER	6	APPLY_NONE	0	0	81	0	10	0	15	40	3	0
21066	Ç³Ãµ°©+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	265000	21067	2001	15	LEVEL	61	LEVEL	0	APPLY_MOV_SPEED	-13	APPLY_ATTBONUS_MONSTER	7	APPLY_NONE	0	0	81	0	10	0	18	50	3	0
21067	Ç³Ãµ°©+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	325000	21068	2002	15	LEVEL	61	LEVEL	0	APPLY_MOV_SPEED	-13	APPLY_ATTBONUS_MONSTER	8	APPLY_NONE	0	0	81	0	10	0	21	65	3	0
21068	Ç³Ãµ°©+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	405000	21069	2003	15	LEVEL	61	LEVEL	0	APPLY_MOV_SPEED	-13	APPLY_ATTBONUS_MONSTER	9	APPLY_NONE	0	0	81	0	10	0	24	80	3	0
21069	Ç³Ãµ°©+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	515000	0	0	15	LEVEL	61	LEVEL	0	APPLY_MOV_SPEED	-13	APPLY_ATTBONUS_MONSTER	10	APPLY_NONE	0	0	81	0	10	0	27	100	3	0
21070	ÈæÆÐ°©+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	120000	21071	2029	15	LEVEL	66	LEVEL	0	APPLY_MOV_SPEED	-15	APPLY_RESIST_MAGIC	2	APPLY_NONE	0	0	90	0	9	0	0	0	3	0
21071	ÈæÆÐ°©+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	130000	21072	2029	15	LEVEL	66	LEVEL	0	APPLY_MOV_SPEED	-14	APPLY_RESIST_MAGIC	3	APPLY_NONE	0	0	90	0	9	0	3	0	3	0
21072	ÈæÆÐ°©+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	145000	21073	2029	15	LEVEL	66	LEVEL	0	APPLY_MOV_SPEED	-13	APPLY_RESIST_MAGIC	4	APPLY_NONE	0	0	90	0	9	0	6	0	3	0
21073	ÈæÆÐ°©+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	165000	21074	2029	15	LEVEL	67	LEVEL	0	APPLY_MOV_SPEED	-12	APPLY_RESIST_MAGIC	5	APPLY_NONE	0	0	90	0	9	0	9	0	3	0
21074	ÈæÆÐ°©+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	190000	21075	2029	15	LEVEL	67	LEVEL	0	APPLY_MOV_SPEED	-11	APPLY_RESIST_MAGIC	6	APPLY_NONE	0	0	90	0	9	0	12	30	3	0
21075	ÈæÆÐ°©+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	220000	21076	2029	15	LEVEL	68	LEVEL	0	APPLY_MOV_SPEED	-10	APPLY_RESIST_MAGIC	7	APPLY_NONE	0	0	90	0	9	0	15	40	3	0
21076	ÈæÆÐ°©+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	265000	21077	2004	15	LEVEL	68	LEVEL	0	APPLY_MOV_SPEED	-9	APPLY_RESIST_MAGIC	9	APPLY_NONE	0	0	90	0	9	0	18	50	3	0
21077	ÈæÆÐ°©+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	325000	21078	2005	15	LEVEL	69	LEVEL	0	APPLY_MOV_SPEED	-8	APPLY_RESIST_MAGIC	12	APPLY_NONE	0	0	90	0	9	0	21	65	3	0
21078	ÈæÆÐ°©+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	405000	21079	2006	15	LEVEL	69	LEVEL	0	APPLY_MOV_SPEED	-7	APPLY_RESIST_MAGIC	15	APPLY_NONE	0	0	90	0	9	0	24	80	3	0
21079	ÈæÆÐ°©+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	515000	0	0	15	LEVEL	70	LEVEL	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	20	APPLY_NONE	0	0	90	0	9	0	27	100	3	0
21080	Áø³ì°©+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	21081	2029	15	LEVEL	80	LEVEL	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	2	0	154	0	8	0	0	0	3	0
21081	Áø³ì°©+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	21082	2029	15	LEVEL	80	LEVEL	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	5	0	154	0	8	0	5	0	3	0
21082	Áø³ì°©+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	21083	2029	15	LEVEL	80	LEVEL	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	8	0	154	0	8	0	10	0	3	0
21083	Áø³ì°©+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	21084	2029	15	LEVEL	82	LEVEL	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	12	0	154	0	8	0	15	0	3	0
21084	Áø³ì°©+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	21085	2029	15	LEVEL	82	LEVEL	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	16	0	154	0	8	0	20	30	3	0
21085	Áø³ì°©+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	21086	2029	15	LEVEL	84	LEVEL	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	20	0	154	0	8	0	25	40	3	0
21086	Áø³ì°©+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	21087	2007	15	LEVEL	84	LEVEL	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	24	0	154	0	8	0	30	50	3	0
21087	Áø³ì°©+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	21088	2008	15	LEVEL	86	LEVEL	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	29	0	154	0	8	0	35	65	3	0
21088	Áø³ì°©+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	21089	2009	15	LEVEL	88	LEVEL	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	34	0	154	0	8	0	40	80	3	0
21089	Áø³ì°©+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	0	0	15	LEVEL	90	LEVEL	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	20	APPLY_HP_REGEN	40	0	154	0	8	0	45	100	3	0
21090	À§Ãµ°©+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	120000	21091	2010	10	LEVEL	90	LEVEL	0	APPLY_MAX_HP	250	APPLY_RESIST_MAGIC	4	APPLY_RESIST_HUMAN	1	0	120	0	11	0	0	0	3	0
21091	À§Ãµ°©+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	130000	21092	2010	10	LEVEL	92	LEVEL	0	APPLY_MAX_HP	500	APPLY_RESIST_MAGIC	5	APPLY_RESIST_HUMAN	1	0	120	0	11	0	5	0	3	0
21092	À§Ãµ°©+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	145000	21093	2010	10	LEVEL	94	LEVEL	0	APPLY_MAX_HP	750	APPLY_RESIST_MAGIC	6	APPLY_RESIST_HUMAN	1	0	120	0	11	0	7	0	3	0
21093	À§Ãµ°©+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	165000	21094	2010	10	LEVEL	96	LEVEL	0	APPLY_MAX_HP	1000	APPLY_RESIST_MAGIC	7	APPLY_RESIST_HUMAN	2	0	120	0	11	0	10	0	3	0
21094	À§Ãµ°©+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	190000	21095	2010	10	LEVEL	98	LEVEL	0	APPLY_MAX_HP	1250	APPLY_RESIST_MAGIC	9	APPLY_RESIST_HUMAN	2	0	120	0	11	0	15	30	3	0
21095	À§Ãµ°©+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	120000	220000	21096	2010	10	LEVEL	100	LEVEL	0	APPLY_MAX_HP	1500	APPLY_RESIST_MAGIC	12	APPLY_RESIST_HUMAN	2	0	120	0	11	0	22	40	3	0
